,date,category_id,category,headline,articles,url
49,2020-01-02,1,world,Flash Floods in Indonesia Leave Hundreds of Thousands Homeless,"At least 43 people have been killed in the most intense rains to strike Jakarta, the country’s capital, since record keeping began.",https://www.nytimes.com/2020/01/02/world/asia/indonesia-jakarta-rain-floods.html
50,2020-01-02,0,opinion,Why Is America So Depressed?,"It’s no coincidence that our politics and our mental health have declined so rapidly, at the same time.",https://www.nytimes.com/2020/01/02/opinion/depression-america-trump.html
51,2020-01-02,0,opinion,Hypersonic Missiles Are a Game Changer,No existing defenses can stop such weapons — which is why everyone wants them.,https://www.nytimes.com/2020/01/02/opinion/hypersonic-missiles.html
52,2020-01-02,0,opinion,An Old Battle Resumes at the Supreme Court,The Trump administration seeks to undermine a key protection against unlawful detention.,https://www.nytimes.com/2020/01/02/opinion/guantanamo-detention-supreme-court.html
53,2020-01-02,3,arts,What to See Right Now in New York Art Galleries,A baroness’s watercolors; Jasper Johns’s crosshatches; a survey of abstract photography; and Alice Miceli’s radiographs of Chernobyl.,https://www.nytimes.com/2020/01/02/arts/design/new-york-art-galleries.html
54,2020-01-02,2,politics,"Andrew Yang Raised $16.5 Million in the Last 3 Months, His Campaign Says",Donations to Mr. Yang in the fourth quarter of 2019 were his highest in any such period and put him among the top fund-raisers in the Democratic presidential field.,https://www.nytimes.com/2020/01/02/us/politics/andrew-yang-fundraising.html
55,2020-01-02,4,business,Turkey Questions Pilots About Carlos Ghosn’s Escape From Japan,"Mr. Ghosn, the former Nissan and Renault chief, fled Japan to avoid trial and arrived in Lebanon this week.",https://www.nytimes.com/2020/01/02/business/carlos-ghosn-france-extradite.html
56,2020-01-02,2,politics,"Bernie Sanders Raised $34.5 Million in the Fourth Quarter, Pacing the Field",Mr. Sanders’s total is the largest three-month haul disclosed by any candidate so far in the Democratic primary race.,https://www.nytimes.com/2020/01/02/us/politics/bernie-sanders-q4-campaign-fundraising.html
57,2020-01-02,4,business,Mustang From Famed ‘Bullitt’ Car Chase Heads to Auction,"The owner of Steve McQueen’s “hero car” figures the price could approach $5 million, or at least far more than the $3,500 his father paid in 1974.",https://www.nytimes.com/2020/01/02/business/bullitt-mustang-auction.html
58,2020-01-02,1,world,"Turkey, Flexing Its Muscles, Will Send Troops to Libya","A new wrinkle in the battle for an oil-rich country, and a signal from President Erdogan that Turkey aims to be a power broker in a volatile region.",https://www.nytimes.com/2020/01/02/world/europe/erdogan-turkey-libya.html
59,2020-01-02,4,business,How Did Carlos Ghosn Flee Japan?,Emerging details suggest that the former Nissan and Renault chairman owes his arrival in Lebanon to an escape plan on a grand scale.,https://www.nytimes.com/2020/01/02/business/dealbook/carlos-ghosn-japan-lebanon.html
60,2020-01-02,3,arts,The 50 TV Shows You Need to Watch This Winter,Just kidding. There are actually a lot more.,https://www.nytimes.com/2020/01/02/arts/television/50-shows-to-watch.html
61,2020-01-02,5,sports,"Carmelo Anthony Scores, and Loses, at the Garden. Sound Familiar?","The former Knick had 26 points and 7 rebounds, but his Trail Blazers fell.",https://www.nytimes.com/2020/01/02/sports/carmelo-anthony-knicks-trailblazers.html
62,2020-01-02,2,politics,Julián Castro Ends Presidential Run: ‘It Simply Isn’t Our Time’,"Mr. Castro, the former housing secretary and mayor of San Antonio, was the only Latino candidate in the race. He championed progressive policies but did not find his footing in polls.",https://www.nytimes.com/2020/01/02/us/politics/julian-castro-dropping-out.html
63,2020-01-02,1,world,‘It’s Going to Be a Blast Furnace’: Australia Fires Intensify,"Calling for evacuations along the southeastern coast, officials said the next few days would be among the worst yet in an already catastrophic fire season.",https://www.nytimes.com/2020/01/02/world/australia/fires.html
64,2020-01-02,0,opinion,Biden Is Smart to Talk About a Republican V.P.,Don’t believe the hype.,https://www.nytimes.com/2020/01/02/opinion/joe-biden-2020-republicans.html
65,2020-01-02,3,arts,"In the Swim of Digital Images, There’s Nothing Boring About Sculpture","In bronze, silver or aluminum, a statue is an idea made solid. Two inventive shows in New York reaffirm the power of art in three dimensions.",https://www.nytimes.com/2020/01/02/arts/design/Charles-Ray-Bertoldo-de-Giovanni-bronzes.html
66,2020-01-02,1,world,Israeli Supreme Court Removes an Obstacle for Netanyahu,The court was asked to consider whether a prime ministerial candidate charged with serious crimes can form a new government. It ruled that the petition was premature.,https://www.nytimes.com/2020/01/02/world/middleeast/netanyahu-indictment-court.html
67,2020-01-02,5,sports,N.H.L. Takeaways at the Season’s Midpoint,"At the halfway mark of the season, five head coaches have been fired, and the St. Louis Blues are thriving as the reigning champions.",https://www.nytimes.com/2020/01/02/sports/hockey/nhl-takeaways-december.html
68,2020-01-02,3,arts,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January","Every month, subscription streaming services add a new batch of titles to their libraries. Here are our picks for January.",https://www.nytimes.com/2020/01/02/arts/television/new-to-stream-netflix.html
69,2020-01-02,0,opinion,"Compassion, Not Patriarchy, at A.A. Meetings","Three readers rebut an Op-Ed article that was critical of A.A. “Walking into my first A.A. meeting was the single bravest thing I have ever done,” one writes.",https://www.nytimes.com/2020/01/02/opinion/letters/alcoholics-anonymous-women.html
70,2020-01-02,4,business,Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight,"Ten months after he chafed under AT&T’s takeover of the network, he reboots himself as a producer in a five-year deal with Apple TV Plus.",https://www.nytimes.com/2020/01/02/business/media/richard-plepler-apple.html
71,2020-01-02,2,politics,Joe Biden Says He Raised $22.7 Million in the Fourth Quarter,"Mr. Biden’s total, while far short of the haul that Senator Bernie Sanders announced earlier Thursday, was an improvement from the previous quarter.",https://www.nytimes.com/2020/01/02/us/politics/joe-biden-fundraising.html
72,2020-01-02,4,business,"Carlos Ghosn Flirted With Hollywood, Then Delivered a Plot Twist",The fallen auto titan held early discussions with a movie producer before his audacious escape. The film’s villain: Japanese justice.,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-movie.html
73,2020-01-02,0,opinion,"Joe Biden, Demand That You Testify",A reader says speaking at an impeachment trial of Donald Trump would show that the former vice president has nothing to hide. Also: The death of the publishing legend Sonny Mehta.,https://www.nytimes.com/2020/01/02/opinion/letters/biden-trump-impeachment.html
74,2020-01-02,4,business,‘Gut Feelings’ Are Driving the Markets,"Valuations are high, but investors are still willing to hold, because of a visceral emotion driven by President Trump.",https://www.nytimes.com/2020/01/02/business/gut-feelings-are-driving-the-markets.html
75,2020-01-02,1,world,A ‘Sir’ With Blue-Collar Roots: Britain’s Labour Race Has an Unlikely Leader,"A party that lost many of its working-class voters in last month’s election may turn, unexpectedly, to a London lawyer to be its next leader, an early poll shows.",https://www.nytimes.com/2020/01/02/world/europe/keir-starmer-labour-leader.html
76,2020-01-02,1,world,"After Embassy Attack, U.S. Is Prepared to Pre-emptively Strike Militias in Iraq","Defense Secretary Mark T. Esper, who issued the warning after an American contractor was killed by an Iranian-supported militia, said, “The game has changed.”",https://www.nytimes.com/2020/01/02/world/middleeast/iraq-embassy-attack.html
77,2020-01-02,3,arts,"Suit Against Artforum Can Proceed, but Not Claims Naming Publisher",A New York appeals court clears the way for some of a former magazine employee’s claims of retaliation against her in a #MeToo case.,https://www.nytimes.com/2020/01/02/arts/design/artforum-lawsuit-knight-landesman.html
78,2020-01-02,5,sports,Yankees’ Domingo German Suspended 81 Games for Domestic Violence,"The suspension includes 18 games German missed in 2019 while M.L.B. conducted an investigation, so he will be out for the first 63 games of 2020.",https://www.nytimes.com/2020/01/02/sports/baseball/domingo-german-suspension.html
79,2020-01-02,1,world,"As India Violence Gets Worse, Police Are Accused of Abusing Muslims","As demonstrations over a citizenship law sweep India, more accounts are emerging of mistreatment and harsh tactics by police and state officials.",https://www.nytimes.com/2020/01/02/world/asia/india-protests-police-muslims.html
80,2020-01-02,3,arts,5 Comedy Shows to Catch in N.Y.C. This Weekend,"Our guide to stand-up, improv and variety shows happening this weekend and in the week ahead.",https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-comedy.html
81,2020-01-02,3,arts,8 Things to Do With Your Kids in N.Y.C. This Weekend,Our guide to cultural events in New York City for children and teenagers happening this weekend and in the week ahead.,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-childrens-events.html
82,2020-01-02,3,arts,5 Classical Music Concerts to See in N.Y.C. This Weekend,Our guide to the city’s best classical music and opera happening this weekend and in the week ahead.,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york-classical.html
83,2020-01-02,3,arts,6 Dance Performances to See in N.Y.C. This Weekend,Our guide to dance performances happening this weekend and in the week ahead.,https://www.nytimes.com/2020/01/02/arts/dance/nyc-this-weekend-dance.html
84,2020-01-02,3,arts,18 Art Exhibitions to View in N.Y.C. This Weekend,Our guide to new art shows and some that will be closing soon.,https://www.nytimes.com/2020/01/02/arts/design/nyc-this-weekend-art-and-museums.html
85,2020-01-02,3,arts,"12 Pop, Rock and Jazz Concerts to Check Out in N.Y.C. This Weekend",Our guide to pop and rock shows and the best of live jazz happening this weekend and in the week ahead.,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york.html
86,2020-01-02,3,arts,Rachel Feinstein Unveils the Darker Side of Fantasyland,"With her first museum retrospective, the artist (and fashion muse) talks about confecting fanciful works with a core of steel.",https://www.nytimes.com/2020/01/02/arts/design/rachel-feinstein-jewish-museum.html
87,2020-01-02,3,arts,How Much Watching Time Do You Have This Weekend?,"Our critic has recommendations, including an engaging new web series and two returning favorites — one earnest, the other filthy.",https://www.nytimes.com/2020/01/02/arts/television/anne-green-gables-netflix-brockmire.html
88,2020-01-02,1,world,Video Showing Sexual Assault by Mob in Egypt Draws Outrage,"The police said they were investigating the video, which showed a group of men swarming around a woman, grabbing at her as she screamed.",https://www.nytimes.com/2020/01/02/world/africa/egypt-video-assault.html
89,2020-01-02,0,opinion,So You Want to Convince a Climate Change Skeptic,Here are some strategies for a hard conversation.,https://www.nytimes.com/2020/01/02/opinion/climate-change-deniers.html
90,2020-01-02,5,sports,Don Larsen Became an Unlikely Legend in 9 Perfect Innings,"Larsen’s singular accomplishment, a perfect game in the 1956 World Series, is a testament to the whims of the baseball gods.",https://www.nytimes.com/2020/01/02/sports/baseball/don-larsen.html
91,2020-01-02,5,sports,Mario Balotelli’s Italian Homecoming,"The soccer star returned to his hometown last summer, and to Italy’s Serie A. The city had changed. But so had he.",https://www.nytimes.com/2020/01/02/sports/soccer/mario-balotelli-brescia.html
92,2020-01-02,5,sports,Many Felt David Stern’s Wrath. He’ll Be Missed Anyway.,Stern built a rapport with many of the people around him despite a dictatorial management style that probably wouldn’t fly today.,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-marc-stein.html
93,2020-01-02,3,arts,Things to Do in N.Y.C. This January,"To kick off 2020, we’ve compiled a month’s worth of free, family-friendly and otherwise noteworthy cultural events.",https://www.nytimes.com/2020/01/02/arts/things-to-do-in-nyc-this-january.html
94,2020-01-02,0,opinion,A Ridiculously Optimistic History of the Next Decade,A fantasy of what could come true.,https://www.nytimes.com/2020/01/02/opinion/2020s-decade.html
95,2020-01-02,0,opinion,Apocalypse Becomes the New Normal,We’re already in the early stages of climate crisis.,https://www.nytimes.com/2020/01/02/opinion/climate-change-australia.html
96,2020-01-02,2,politics,The Only Safe Bet in 2020,Brace yourselves for the political hurricane that’s about to make landfall.,https://www.nytimes.com/2020/01/02/us/politics/on-politics-2020-prediction.html
97,2020-01-03,2,politics,More Than 200 Republicans Urge Supreme Court to Weigh Overturning Roe v. Wade,Two House Democrats joined them in signing a legal brief in a case that is certain to inject the divisive politics of abortion into the 2020 presidential race.,https://www.nytimes.com/2020/01/02/us/politics/republicans-abortion-supreme-court.html
98,2020-01-03,2,politics,Cash-Rich Democrats Brace for Long Fight as Trump Hoards Money,Fund-raising numbers for the fourth quarter of 2019 show an unusually high number of viable campaigns. Waiting for the winner: President Trump and his huge war chest.,https://www.nytimes.com/2020/01/02/us/politics/q4-democratic-trump-fundraising.html
99,2020-01-03,0,opinion,Why Are You Publicly Sharing Your Child’s DNA Information?,"By uploading their children’s genetic information on public websites, parents are forever exposing their personal health data.",https://www.nytimes.com/2020/01/02/opinion/dna-test-privacy-children.html
100,2020-01-03,1,world,"U.S. Strike in Iraq Kills Qassim Suleimani, Commander of Iranian Forces","Suleimani was planning attacks on Americans across the region, leading to an airstrike in Baghdad, the Pentagon statement said. Iran’s supreme leader called for vengeance.",https://www.nytimes.com/2020/01/02/world/middleeast/qassem-soleimani-iraq-iran-attack.html
101,2020-01-03,0,opinion,Julián Castro Is Worth More Out of the Presidential Race Than He Was in It,The remaining candidates should emulate his fighting words — and try to win him to their side.,https://www.nytimes.com/2020/01/02/opinion/julian-castro-2020.html
102,2020-01-03,2,politics,Biden Warns About Disinformation After Misleading Video,"A day after a deceptively edited video of him spread on social media, Joseph R. Biden Jr. cautioned that the Democratic nominee would be vulnerable to false information in the general election.",https://www.nytimes.com/2020/01/02/us/politics/joe-biden-culture-video.html
103,2020-01-03,1,world,Killing of Iranian Commander Is Met With Criticism and Tough Talk,Mixed reaction to the news that Maj. Gen. Qassim Suleimani died in a targeted strike by the United States at Baghdad International Airport.,https://www.nytimes.com/2020/01/02/world/trump-qassim-suleimani-twitter.html
104,2020-01-03,2,politics,U.S. Strike on Iranian General Divides Congress,The killing of the powerful commander of the Islamic Revolutionary Guards Corps is certain to reignite a debate over presidential war powers.,https://www.nytimes.com/2020/01/02/us/politics/us-iran-war.html
105,2020-01-03,1,world,Maps: How the Confrontation Between the U.S. and Iran Escalated,Here’s how the situation developed over the last two weeks.,https://www.nytimes.com/interactive/2020/01/03/world/middleeast/iraq-embassy-baghdad-airport-attack.html
106,2020-01-03,3,arts,What’s on TV Friday: An Ilana Glazer Stand-Up Special and ‘Little Women’,“Ilana Glazer: The Planet is Burning” hits Amazon. And the 1994 adaptation of “Little Women” airs on Showtime Showcase.,https://www.nytimes.com/2020/01/03/arts/television/whats-on-tv-friday-an-ilana-glazer-stand-up-special-and-little-women.html
107,2020-01-03,1,world,Bracing for an Even Worse Weekend of Australia Fires,"On Friday, officials in the state of New South Wales drastically expanded their estimate of the amount of land at risk.",https://www.nytimes.com/2020/01/03/world/australia/fires-latest.html
108,2020-01-03,4,business,"Oil Prices Jump, and Stocks Slide, After U.S. Kills Iranian General","Analysts warned that the airstrike on an Iranian commander raised the prospect of volatility in Iran and Iraq, two major oil producers.",https://www.nytimes.com/2020/01/03/business/iran-oil.html
109,2020-01-03,0,opinion,Australia Is Committing Climate Suicide,"As record fires rage, the country’s leaders seem intent on sending it to its doom.",https://www.nytimes.com/2020/01/03/opinion/australia-fires-climate-change.html
110,2020-01-03,4,business,Carlos Ghosn Was Aided in Flight From Japan by Former Green Beret,More details about the former auto executive’s escape emerged. The Japanese news media said cameras showed him leaving his Tokyo home alone.,https://www.nytimes.com/2020/01/03/business/carlos-ghosn-cameras.html
111,2020-01-03,0,opinion,My Phones,I am one of those fifty billion green pings moving through Central Park or the Pentagon.,https://www.nytimes.com/interactive/2020/01/03/opinion/matthew-zapruder-privacy-poem.html
112,2020-01-03,0,opinion,The Protest,She’d carried the mask around all morning. Like keeping it close would tell her whether to go.,https://www.nytimes.com/interactive/2020/01/03/opinion/alex-berenson-privacy-protest.html
113,2020-01-03,0,opinion,The Countdown,Did the uncertainty of death — when and how it would arrive — make days like this one easier or more difficult to appreciate?,https://www.nytimes.com/interactive/2020/01/03/opinion/amadou-diallo-the-countdown.html
114,2020-01-03,0,opinion,From the Analyst Sifting Through Our Digital Traces,Surveillance is a song that turns off the songs you could be singing.,https://www.nytimes.com/interactive/2020/01/03/opinion/jennifer-kronovet-privacy-poem.html
115,2020-01-03,0,opinion,Confessions of a Dating Profile,"My boss’s demands were very, very persuasive, appealing to the deep human need to share and be seen. I know because I wrote them.",https://www.nytimes.com/interactive/2020/01/03/opinion/eric-kaplan-dating-profile.html
116,2020-01-03,0,opinion,Parent-Teacher Association,"This is your network, we told our kids. Each dot is an opportunity, a chance to connect; the more you connect, the larger your network.",https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-powell-parent-teacher-association.html
